title| total_time |yields|ingredients|instructions|calories|nutrients|category
Falafel with Canned Chickpeas|35|12 servings|['1 ½ (15 ounce) cans chickpeas, drained', '1 ½ onions, chopped', '¾ cup chopped fresh parsley', '3 cloves garlic, chopped', '2 eggs', '1 tablespoon ground cumin', '1 ½ teaspoons ground coriander', '1 ½ teaspoons salt', '1 ½ teaspoons lemon juice', '1 ½ teaspoons baking powder', '1 pinch ground black pepper, or to taste', '1 pinch cayenne pepper, or to taste', '1 ½ cups bread crumbs', '1 tablespoon olive oil, or as needed']|Gather all ingredients.Mash chickpeas in a bowl using a masher. Combine mashed chickpeas, onions, parsley, and garlic in a blender; blend until smooth.Mix eggs, cumin, coriander, salt, lemon juice, baking powder, black pepper, and cayenne together in a bowl. Add chickpea mixture and mix together. Add bread crumbs slowly and combine using your hands until mixture will hold together when frying.Heat oil in a skillet over medium-high heat. Form mixture into twelve 3-inch diameter patties. Fry patties in hot oil until browned, 3 to 4 minutes per side.|134 kcal|{'calories': '134 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '31 mg', 'fiberContent': '3 g', 'proteinContent': '5 g', 'saturatedFatContent': '1 g', 'sodiumContent': '571 mg', 'sugarContent': '2 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}|Dinner
Garlic-Brown Sugar Chicken Thighs|45|8 servings|['8 (5 ounce) bone-in, skin-on chicken thighs', 'salt and ground black pepper to taste', '3 tablespoons unsalted butter, divided', '4 cloves garlic, minced', '¼ cup packed brown sugar', '1 tablespoon honey', '½ teaspoon dried oregano', '¼ teaspoon dried thyme', '¼ teaspoon dried basil']|Gather all ingredients.Preheat the oven to 400 degrees F (200 degrees C).Season chicken thighs with salt and pepper.Melt 2 tablespoons butter in a large oven-proof skillet over medium-high heat. Add chicken, skin-side down, and sear until brown, 2 to 3 minutes per side. Remove chicken to a plate.Melt remaining 1 tablespoon butter in the skillet, stirring to loosen any browned bits on the bottom. Add garlic; cook and stir until fragrant, about 30 seconds. Stir in brown sugar, honey, oregano, thyme, and basil until well combined. Turn off the heat and return chicken to the skillet, skin-side down.Roast in the preheated oven until chicken is no longer pink at the bone and the juices run clear, 25 to 40 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).Drizzle pan sauce over chicken thighs when serving.|264 kcal|{'calories': '264 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '83 mg', 'fiberContent': '0 g', 'proteinContent': '19 g', 'saturatedFatContent': '6 g', 'sodiumContent': '87 mg', 'sugarContent': '9 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}|Dinner
Mexican Rice and Beans|35|4 servings|['2 tablespoons olive oil', '1 small onion, diced', '1 small poblano pepper, diced', '1 clove garlic, chopped', '1 cup basmati rice', '2 teaspoons paprika', '1 teaspoon ground cumin', '1 teaspoon dried oregano', 'salt and ground black pepper to taste', '2 tablespoons tomato paste', '2 cups vegetable broth', '1 (14 ounce) can pinto beans, rinsed and drained']|Heat olive oil in a medium pot over medium-high heat. Cook and stir onion, poblano pepper, and garlic in hot oil for 2 to 3 minutes. Add rice and cook, stirring occasionally, until rice is completely coated in oil, about 2 minutes. Season with paprika, cumin, oregano, salt, and black pepper.Stir in tomato paste and cook for 1 to 2 minutes. Add vegetable broth and pinto beans. Bring to a boil; reduce heat to low. Cover and simmer until rice is tender, 15 to 20 minutes.Remove the pot from the heat, keep covered, and let stand for at least 5 minutes. Fluff with a fork.|348 kcal|{'calories': '348 kcal', 'carbohydrateContent': '59 g', 'fiberContent': '7 g', 'proteinContent': '10 g', 'saturatedFatContent': '1 g', 'sodiumContent': '624 mg', 'sugarContent': '4 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}|Dinner
One-Pot Spaghetti with Meat Sauce|40|4 servings|['1 pound ground Italian sausage', '1 small white onion, diced', '4 cloves garlic, minced', '1 (26 ounce) jar tomato-basil pasta sauce', '2 cups water', '1 teaspoon Italian seasoning', '1 (8 ounce) package spaghetti noodles, broken in half', '½ cup freshly grated Parmesan cheese for serving (Optional)']|Combine ground sausage, onions, and garlic in a large pot or skillet with tall sides. Cook over medium heat until sausage is cooked through, 5 to 8 minutes. Drain and discard grease.Stir pasta sauce, water, and Italian seasoning into the pot; bring to a boil. Stir in spaghetti noodles, return to a boil, and cook, stirring occasionally, until noodles are cooked through and sauce has thickened, 17 to 20 minutes.Serve topped with grated Parmesan cheese.|606 kcal|{'calories': '606 kcal', 'carbohydrateContent': '66 g', 'cholesterolContent': '53 mg', 'fiberContent': '2 g', 'proteinContent': '30 g', 'saturatedFatContent': '10 g', 'sodiumContent': '1651 mg', 'sugarContent': '9 g', 'fatContent': '27 g', 'unsaturatedFatContent': '0 g'}|Dinner
One Pan Orecchiette Pasta|40|2 servings|['2 tablespoons olive oil', '½ onion, diced', 'salt to taste', '8 ounces spicy Italian sausages, casings removed', '3 ½ cups low-sodium chicken broth, divided, or as needed', '1 ¼ cups orecchiette pasta, or more to taste', '½ cup roughly chopped arugula, or to taste', '¼ cup finely grated Parmigiano-Reggiano cheese, or to taste']|Heat olive oil in a large, deep skillet over medium heat. Add onion with a pinch of salt; cook and stir until onion has softened and turned translucent, about 5 minutes. Stir in sausage and cook until browned, 5 to 7 minutes.Pour 1 1/2 cups chicken broth into sausage mixture and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon. Add orecchiette pasta; cook and stir pasta in hot broth, adding remaining broth when liquid is absorbed, until pasta is cooked through and most of the broth is absorbed, about 15 minutes.Stir arugula into sausage-pasta mixture until arugula wilts. Ladle pasta into bowls and sprinkle with Parmigiano-Reggiano cheese.|662 kcal|{'calories': '662 kcal', 'carbohydrateContent': '46 g', 'cholesterolContent': '60 mg', 'fiberContent': '3 g', 'proteinContent': '31 g', 'saturatedFatContent': '12 g', 'sodiumContent': '1360 mg', 'sugarContent': '4 g', 'fatContent': '39 g', 'unsaturatedFatContent': '0 g'}|Dinner
Honey Garlic Chicken Thighs|30|8 servings|['8 (5 ounce) boneless chicken thighs', 'salt and ground black pepper to taste', '2 tablespoons olive oil, or as needed', '½ medium onion, finely chopped', '7 cloves garlic, chopped, or to taste', '1 cup honey', '½ cup soy sauce', '1 pinch onion powder, or to taste', '1 pinch garlic powder, or to taste', '¼ cup chopped fresh cilantro']|Season chicken on both sides with salt and pepper.Heat olive oil in a cast iron skillet over medium-high heat. Add chicken and brown on one side, 3 to 5 minutes. Flip chicken and add onion and garlic; continue to cook until chicken is mostly (but not fully) cooked and onion and garlic are soft, 5 to 7 minutes more. Remove chicken to a plate.Add honey, soy sauce, onion powder, and garlic powder to the skillet. Stir and scrape the bottom of the pan with a wooden spoon to get garlic and onion to mix with the liquid.Return chicken to the skillet, cover, and reduce heat to medium. Cook until no longer pink in the center and juices run clear, about 10 more minutes, turning once halfway through. An instant-read thermometer inserted into the center of a thigh should read at least 165 degrees F (74 degrees C).Arrange chicken on a serving plate and drizzle liquid from the pan on top. Sprinkle with cilantro to serve.|368 kcal|{'calories': '368 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '88 mg', 'fiberContent': '0 g', 'proteinContent': '25 g', 'saturatedFatContent': '3 g', 'sodiumContent': '986 mg', 'sugarContent': '36 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}|Dinner
Pork Tenderloin with Apples and Onions|60|6 servings|['2 (1 1/2 pound) pork tenderloins', '2 teaspoons vegetable oil', '1 teaspoon sea salt', '2 tablespoons vegetable oil, divided, or more as needed', '3 medium Granny Smith apples - peeled, cored, and sliced into eighths', '2 medium sweet onions, sliced vertically', '3 teaspoons chopped fresh thyme, divided', '¼ teaspoon ground black pepper, or to taste', '1 tablespoon Dijon mustard', '1 cup chicken stock', '1 tablespoon butter']|Preheat the oven to 425 degrees F (220 degrees C).Trim silver skin from pork tenderloins; pat dry using paper towels. Rub 2 teaspoons vegetable oil over tenderloins, then rub with sea salt.Heat 1 tablespoon vegetable oil in a large, oven-proof skillet over medium heat until it shimmers. Cook tenderloins in hot oil, rotating to brown all sides, about 10 minutes. Transfer pork to a large plate.Add remaining 1 tablespoon vegetable oil to any drippings in the skillet. Cook apples and onions in hot oil, stirring occasionally, until onions turn translucent, about 5 minutes; add more oil if the skillet gets dry. Season with 1 teaspoon thyme and black pepper; stir gently to combine. Remove from heat.Use a pastry brush to spread Dijon mustard evenly over tenderloins. Sprinkle with remaining 2 teaspoons thyme. Nestle tenderloins into the skillet with apple mixture.Roast, uncovered, in the preheated oven until an instant-read thermometer inserted into the center of tenderloins reads at least 145 degrees F (63 degrees C), about 15 minutes. Remove the skillet from the oven and transfer pork to a large platter. Cover with aluminum foil and let rest.Meanwhile, pour chicken stock into a saucepan and cook over medium-high heat until reduced by half, 8 to 10 minutes. Pour into the skillet with apple mixture. Cook over medium-high heat until boiling, about 5 minutes; stir in butter until melted.Slice pork and serve over apple mixture.|313 kcal|{'calories': '313 kcal', 'carbohydrateContent': '13 g', 'cholesterolContent': '104 mg', 'fiberContent': '2 g', 'proteinContent': '36 g', 'saturatedFatContent': '4 g', 'sodiumContent': '563 mg', 'sugarContent': '9 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}|Dinner
Scrambled Eggs in a Mug|5|1 serving|['1 large egg', '1 tablespoon milk', '1 pinch ground black pepper (Optional)']|Gather all ingredients.Crack egg into a microwave-safe mug; beat until even in color.Pour in milk and beat until light yellow in color.Microwave on high until cooked through and fluffy, about 90 seconds. Season with pepper and serve.|82 kcal|{'calories': '82 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '187 mg', 'fiberContent': '0 g', 'proteinContent': '7 g', 'saturatedFatContent': '2 g', 'sodiumContent': '77 mg', 'sugarContent': '1 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}|Breakfast
One-Pot Crispy Chicken and Rice|80|6 servings|['1 tablespoon olive oil', '6 (4 ounce) bone-in, skin-on chicken thighs', '1 ½ teaspoons kosher salt, divided', '¾ teaspoon ground black pepper', '1 tablespoon unsalted butter', '⅔ cup finely chopped yellow onion', '2 cloves garlic, minced', '1 ½ cups uncooked long-grain rice', '3 cups chicken stock, divided, or more to taste', '1 tablespoon finely chopped flat-leaf parsley', '1 medium lemon, cut into wedges']|Preheat the oven to 375 degrees F (190 degrees C).Heat oil in large Dutch oven over medium-high heat. Sprinkle chicken thighs evenly with 1 teaspoon salt and 1/2 teaspoon pepper.Place chicken skin-side down in the Dutch oven; cook undisturbed until golden crisp and easily released from the bottom, about 5 minutes. Flip chicken and cook for 3 minutes more. Transfer to a plate and set aside. Chicken will not be cooked through at this point.Add butter to the drippings and melt. Add onion and cook, stirring often, until translucent, about 3 minutes. Add garlic; cook for 1 minute. Add rice; cook, stirring to coat grains in drippings and lightly toast, about 1 minute.Stir in 3 cups stock and remaining salt and pepper. Bring to a boil. Use a wooden spoon to scrape any browned bits from the bottom of the Dutch oven. Place the chicken thighs over the rice.Bake in the preheated oven until all liquid has been absorbed and chicken is cooked through, 45 to 55 minutes. Add remaining stock if liquid is absorbed before rice and chicken are cooked through. Sprinkle with parsley and squeeze lemon juice over the top.|413 kcal|{'calories': '413 kcal', 'carbohydrateContent': '42 g', 'cholesterolContent': '77 mg', 'fiberContent': '2 g', 'proteinContent': '23 g', 'saturatedFatContent': '5 g', 'sodiumContent': '891 mg', 'sugarContent': '1 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}|Dinner
Chef John's American Goulash|85|12 servings|['1 tablespoon olive oil', '2 pounds ground beef', '1 large onion, diced', '4 cloves garlic, minced', '2 large bay leaves', '2 tablespoons paprika', '2 teaspoons Italian seasoning', '2 teaspoons kosher salt', '½ teaspoon ground black pepper', '1 pinch cayenne pepper, or to taste', '1 quart chicken broth', '1 (24 ounce) jar marinara sauce', '1 (15 ounce) can diced tomatoes', '1 cup water', '2 tablespoons soy sauce', '2 cups elbow macaroni', '¼ cup chopped Italian parsley', '1 cup shredded white Cheddar cheese (Optional)']|Gather all ingredients.Heat oil in a pot over medium-high heat. Add ground beef and onion; cook and stir until beef is browned and crumbly and onion is translucent, about 5 minutes. Continue to cook and stir until liquid is evaporated, 3 to 5 minutes. Add garlic, bay leaves, paprika, Italian seasoning, salt, black pepper, and cayenne.Cook, stirring occasionally, until flavors come together, about 3 minutes. Pour in broth, marinara sauce, and diced tomatoes. Pour water into the sauce jar, swirl, and pour into the pot. Stir in soy sauce; bring to a simmer. Reduce the heat to medium and simmer until flavors intensify, about 30 minutes.Increase the heat to medium-high and bring to a rapid simmer. Stir in macaroni; cook, stirring occasionally, until just barely tender, about 12 minutes. Check for doneness after 10 minutes.Remove from the heat and discard bay leaves. Stir in Cheddar and parsley. Cover and let rest for 5 minutes. Taste and season as desired.|336 kcal|{'calories': '336 kcal', 'carbohydrateContent': '25 g', 'cholesterolContent': '58 mg', 'fiberContent': '3 g', 'proteinContent': '19 g', 'saturatedFatContent': '7 g', 'sodiumContent': '1169 mg', 'sugarContent': '7 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}|Dinner
